Panel,Data_Type,Panel_Description,Station,Cluster,Cluster_Name,StationType,Is_Traffic_Station,X_Variable,X_Label,X_Raw_Value,X_Norm,Y_Variable,Y_Label,Y_Raw_Value,Y_Norm,Baseline_Feature_Name,Cluster_Feature_Values,Notes
c,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定方泰,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0032718668030060237,0.43551911603919996,frontal_area_density_aggregate,Frontal Area Density (3km),0.19723351278611853,0.2357093494530357,Baseline+Meteorology,Emission=0.057786; Landuse=-0.034802; POI=0.117175; Temp=-0.003718; Topo=-0.019769; UCP=-0.111909,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定方泰,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0032718668030060237,0.43551911603919996,building_impervious_composite,Building & Impervious (3km),0.4773602928923777,0.5320906353334988,Baseline+Meteorology,Emission=0.057786; Landuse=-0.034802; POI=0.117175; Temp=-0.003718; Topo=-0.019769; UCP=-0.111909,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定方泰,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0032718668030060237,0.43551911603919996,green_space_composite,Green Space Density (3km),0.5150785346985227,0.4774975366399515,Baseline+Meteorology,Emission=0.057786; Landuse=-0.034802; POI=0.117175; Temp=-0.003718; Topo=-0.019769; UCP=-0.111909,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0027204168258134894,0.35910173092441033,building_density_aggregate,Building Density (3km),0.1620248113018797,0.5267594543209964,Baseline+Meteorology,Emission=0.012260; Landuse=-0.101936; POI=-0.062039; Temp=-0.023012; Topo=-0.036793; UCP=-0.005004,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0027204168258134894,0.35910173092441033,height_std_aggregate,Building Height Std (3km),15.972712518947809,0.6027945969596407,Baseline+Meteorology,Emission=0.012260; Landuse=-0.101936; POI=-0.062039; Temp=-0.023012; Topo=-0.036793; UCP=-0.005004,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0027204168258134894,0.35910173092441033,frontal_area_density_aggregate,Frontal Area Density (3km),0.285698677131485,0.3445983665063038,Baseline+Meteorology,Emission=0.012260; Landuse=-0.101936; POI=-0.062039; Temp=-0.023012; Topo=-0.036793; UCP=-0.005004,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0027204168258134894,0.35910173092441033,building_impervious_composite,Building & Impervious (3km),0.5610959855738101,0.6383452766904549,Baseline+Meteorology,Emission=0.012260; Landuse=-0.101936; POI=-0.062039; Temp=-0.023012; Topo=-0.036793; UCP=-0.005004,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,嘉定监测站,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0027204168258134894,0.35910173092441033,green_space_composite,Green Space Density (3km),0.4357274800650072,0.379225726209451,Baseline+Meteorology,Emission=0.012260; Landuse=-0.101936; POI=-0.062039; Temp=-0.023012; Topo=-0.036793; UCP=-0.005004,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004842660095994788,0.6531923792010939,building_density_aggregate,Building Density (3km),0.141626580322238,0.45900494520949964,Baseline+Meteorology,Emission=-0.122636; Landuse=-0.181191; POI=-0.022324; Temp=-0.044520; Topo=-0.039658; UCP=-0.115738,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004842660095994788,0.6531923792010939,height_std_aggregate,Building Height Std (3km),11.297138914471756,0.3560723952397358,Baseline+Meteorology,Emission=-0.122636; Landuse=-0.181191; POI=-0.022324; Temp=-0.044520; Topo=-0.039658; UCP=-0.115738,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004842660095994788,0.6531923792010939,frontal_area_density_aggregate,Frontal Area Density (3km),0.21525846083691516,0.2578956969290325,Baseline+Meteorology,Emission=-0.122636; Landuse=-0.181191; POI=-0.022324; Temp=-0.044520; Topo=-0.039658; UCP=-0.115738,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004842660095994788,0.6531923792010939,building_impervious_composite,Building & Impervious (3km),0.5596031089274864,0.6364509223528276,Baseline+Meteorology,Emission=-0.122636; Landuse=-0.181191; POI=-0.022324; Temp=-0.044520; Topo=-0.039658; UCP=-0.115738,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥,1,Cluster 2 (Regional background),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004842660095994788,0.6531923792010939,green_space_composite,Green Space Density (3km),0.4378245457222372,0.3818228238747488,Baseline+Meteorology,Emission=-0.122636; Landuse=-0.181191; POI=-0.022324; Temp=-0.044520; Topo=-0.039658; UCP=-0.115738,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥新城,1,Cluster 2 (Regional background),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00345763634580875,0.4612621993324973,building_density_aggregate,Building Density (3km),0.08133990595543072,0.25875748101692453,Baseline+Meteorology,Emission=-0.295853; Landuse=-0.141110; POI=-0.009629; Temp=-0.049206; Topo=-0.289108; UCP=-0.528817,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥新城,1,Cluster 2 (Regional background),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00345763634580875,0.4612621993324973,height_std_aggregate,Building Height Std (3km),17.0953542375227,0.6620345234328874,Baseline+Meteorology,Emission=-0.295853; Landuse=-0.141110; POI=-0.009629; Temp=-0.049206; Topo=-0.289108; UCP=-0.528817,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥新城,1,Cluster 2 (Regional background),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00345763634580875,0.4612621993324973,frontal_area_density_aggregate,Frontal Area Density (3km),0.1149416120797575,0.13441881045196138,Baseline+Meteorology,Emission=-0.295853; Landuse=-0.141110; POI=-0.009629; Temp=-0.049206; Topo=-0.289108; UCP=-0.528817,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥新城,1,Cluster 2 (Regional background),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00345763634580875,0.4612621993324973,building_impervious_composite,Building & Impervious (3km),0.4108301360362853,0.44766859582090696,Baseline+Meteorology,Emission=-0.295853; Landuse=-0.141110; POI=-0.009629; Temp=-0.049206; Topo=-0.289108; UCP=-0.528817,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤南桥新城,1,Cluster 2 (Regional background),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00345763634580875,0.4612621993324973,green_space_composite,Green Space Density (3km),0.5722847183462509,0.5483441720230114,Baseline+Meteorology,Emission=-0.295853; Landuse=-0.141110; POI=-0.009629; Temp=-0.049206; Topo=-0.289108; UCP=-0.528817,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤海湾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00015864742277692668,0.004103585773013689,building_density_aggregate,Building Density (3km),0.02861141593267914,0.08361518748923662,Baseline+Meteorology,Emission=0.113606; Landuse=-0.636338; POI=0.109945; Temp=-0.038352; Topo=0.015138; UCP=0.103166,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤海湾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00015864742277692668,0.004103585773013689,height_std_aggregate,Building Height Std (3km),9.783038498044291,0.2761758477854539,Baseline+Meteorology,Emission=0.113606; Landuse=-0.636338; POI=0.109945; Temp=-0.038352; Topo=0.015138; UCP=0.103166,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤海湾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00015864742277692668,0.004103585773013689,frontal_area_density_aggregate,Frontal Area Density (3km),0.018283648293305574,0.01544553159173392,Baseline+Meteorology,Emission=0.113606; Landuse=-0.636338; POI=0.109945; Temp=-0.038352; Topo=0.015138; UCP=0.103166,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤海湾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00015864742277692668,0.004103585773013689,building_impervious_composite,Building & Impervious (3km),0.08885563230090535,0.03910583930748576,Baseline+Meteorology,Emission=0.113606; Landuse=-0.636338; POI=0.109945; Temp=-0.038352; Topo=0.015138; UCP=0.103166,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,奉贤海湾,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.00015864742277692668,0.004103585773013689,green_space_composite,Green Space Density (3km),0.704177625237452,0.7116861062040006,Baseline+Meteorology,Emission=0.113606; Landuse=-0.636338; POI=0.109945; Temp=-0.038352; Topo=0.015138; UCP=0.103166,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,宝山庙行,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0010290661044848892,0.12472217741720489,building_density_aggregate,Building Density (3km),0.2257159777882288,0.7383152369929402,Baseline+Meteorology,Emission=0.007362; Landuse=-0.050598; POI=0.000625; Temp=-0.002455; Topo=0.000954; UCP=0.020624,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,宝山庙行,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0010290661044848892,0.12472217741720489,height_std_aggregate,Building Height Std (3km),10.2426714742256,0.300429911448993,Baseline+Meteorology,Emission=0.007362; Landuse=-0.050598; POI=0.000625; Temp=-0.002455; Topo=0.000954; UCP=0.020624,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,宝山庙行,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0010290661044848892,0.12472217741720489,frontal_area_density_aggregate,Frontal Area Density (3km),0.34155739993809436,0.41335312964128285,Baseline+Meteorology,Emission=0.007362; Landuse=-0.050598; POI=0.000625; Temp=-0.002455; Topo=0.000954; UCP=0.020624,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,宝山庙行,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0010290661044848892,0.12472217741720489,building_impervious_composite,Building & Impervious (3km),0.7232455170701271,0.8441015051710251,Baseline+Meteorology,Emission=0.007362; Landuse=-0.050598; POI=0.000625; Temp=-0.002455; Topo=0.000954; UCP=0.020624,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
e,environmental_gradient_point,Environmental gradient proof matrix point.,宝山庙行,0,Cluster 1 (Urban core),国控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.0010290661044848892,0.12472217741720489,green_space_composite,Green Space Density (3km),0.27285824388427776,0.17752135344673753,Baseline+Meteorology,Emission=0.007362; Landuse=-0.050598; POI=0.000625; Temp=-0.002455; Topo=0.000954; UCP=0.020624,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
a,environmental_gradient_point,Environmental gradient proof matrix point.,宝山杨行,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004203216662285824,0.5645812682139577,building_density_aggregate,Building Density (3km),0.21540345334455321,0.7040612846733052,Baseline+Meteorology,Emission=-0.132488; Landuse=0.006363; POI=0.022530; Temp=0.005569; Topo=-0.056834; UCP=-0.015045,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
b,environmental_gradient_point,Environmental gradient proof matrix point.,宝山杨行,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004203216662285824,0.5645812682139577,height_std_aggregate,Building Height Std (3km),18.311847401452425,0.72622683376132,Baseline+Meteorology,Emission=-0.132488; Landuse=0.006363; POI=0.022530; Temp=0.005569; Topo=-0.056834; UCP=-0.015045,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
c,environmental_gradient_point,Environmental gradient proof matrix point.,宝山杨行,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004203216662285824,0.5645812682139577,frontal_area_density_aggregate,Frontal Area Density (3km),0.33974294413674117,0.41111977247569137,Baseline+Meteorology,Emission=-0.132488; Landuse=0.006363; POI=0.022530; Temp=0.005569; Topo=-0.056834; UCP=-0.015045,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
d,environmental_gradient_point,Environmental gradient proof matrix point.,宝山杨行,0,Cluster 1 (Urban core),市控站,No,emission_other_density_aggregate,Relative Emission Intensity,0.004203216662285824,0.5645812682139577,building_impervious_composite,Building & Impervious (3km),0.6520264926631475,0.7537296260615339,Baseline+Meteorology,Emission=-0.132488; Landuse=0.006363; POI=0.022530; Temp=0.005569; Topo=-0.056834; UCP=-0.015045,"Cluster labels were recomputed using the same spatial-CV, best-model, baseline-relative feature-gain logic as the original plotting code."
